code,cpv_label,level
448,"Peintures, vernis et mastics",3
449,"Pierre de construction, chaux, gypse et ardoise",3
451,Travaux de préparation de chantier,3
452,Travaux de construction complète ou partielle et travaux de génie civil,3
453,Travaux d'équipement du bâtiment,3
454,Travaux de parachèvement de bâtiment,3
455,Location de machines et de matériel de construction et de génie civil avec opérateur,3
481,Logiciels pour l'industrie,3
482,Logiciels de réseau d'internet et d'intranet,3
483,"Logiciels de création de documents, de dessin, de synthèse d'images, de planification et de productivité",3
484,Logiciels de transactions commerciales et de transactions personnelles,3
485,Logiciels de communications et multimédias,3
486,Logiciels de bases de données et d'exploitation,3
487,Logiciels utilitaires,3
488,Systèmes d'information et serveurs,3
489,Logiciels et systèmes informatiques divers,3
501,Services de réparation et d'entretien de véhicules et d'équipements associés et services connexes,3
502,"Services de réparation, d'entretien et services connexes relatifs au matériel de transport aérien, ferroviaire, routier et maritime",3
503,"Services de réparation, d'entretien et services connexes relatifs aux ordinateurs personnels, au matériel de bureau, au matériel de télécommunications et au matériel audiovisuel",3
504,Services de réparation et d'entretien de matériel médical et de matériel de précision,3
505,"Services de réparation et d'entretien de pompes, de vannes, de robinets, de conteneurs en métal et de machines",3
506,Services de réparation et d'entretien des matériels de défense et de sécurité,3
507,Services de réparation et d'entretien d'installations de bâtiments,3
508,Services divers d'entretien et de réparation,3
511,Services d'installation de matériel électrique et mécanique,3
512,"Services d'installation de matériel de mesure, de contrôle, d'essai et de navigation",3
513,Services d'installation de matériel de communications,3
514,Services d'installation de matériel médical et chirurgical,3
515,Services d'installation de machines et d'équipements,3
516,Services d'installation d'ordinateurs et de matériel de bureau,3
517,Services d'installation de matériel de protection contre l'incendie,3
518,Services d'installation de conteneurs en métal,3
519,Services d'installation de systèmes de guidage et de commande,3
551,Services d'hôtellerie,3
552,Campings et autre hébergement non hôtelier,3
553,Services de restaurant et services de personnel en salle,3
554,Services de débits de boissons,3
555,Services de cantine et service traiteur,3
559,Services de vente au détail,3
601,Services de transport routier,3
602,Services de transport ferroviaire,3
603,Services de transport par pipeline,3
604,Services de transport aérien,3
605,Services de transport spatial,3
606,Services de transport par voie d'eau,3
631,Services de manutention et d'entreposage de cargaisons,3
635,"Services d'agences de voyages, de voyagistes et d'assistance aux touristes",3
637,"Services d'appui dans le domaine des transports terrestres, maritimes et aériens",3
641,Services postaux et services de courrier,3
642,Services de télécommunications,3
651,Distribution d'eau et services connexes,3
652,Distribution de gaz et services connexes,3
653,Distribution d'électricité et services connexes,3
654,Autres sources d'approvisionnement en énergie et leur distribution,3
655,Services de lecture de compteurs,3
661,Services bancaires et d'investissement,3
665,Services d'assurance et services de retraite,3
666,Services de trésorerie,3
667,Services de réassurance,3
701,Services immobiliers propres,3
702,Services de crédit-bail ou de location de biens immobiliers propres,3
703,Services d'agence immobilière prestés pour le compte de tiers,3
712,Services d'architecture,3
713,Services d'ingénierie,3
714,Services d'urbanisme et d'architecture paysagère,3
715,Services relatifs à la construction,3
716,"Services d'essais techniques, services d'analyses et services de conseil",3
717,Services de surveillance et de contrôle,3
718,Services de conseil en matière d'approvisionnement en eau et services de conseil en matière de déchets,3
719,Services de laboratoire,3
721,Services de conseil en matériel informatique,3
722,Services de programmation et de conseil en logiciels,3
723,Services de commutation de données,3
724,Services internet,3
725,Services informatiques,3
726,Services d'assistance et de conseils informatiques,3
727,Services de réseaux informatiques,3
728,Services d'audit informatique et services d'essai informatique,3
729,Services de secours informatique et services informatiques de conversion de catalogues,3
731,Services de recherche et développement expérimental,3
732,Services de conseil en recherche et développement,3
733,Conception et exécution dans le domaine de la recherche et du développement,3
734,Services de recherche et développement en matière de matériels de sécurité et de défense,3
751,Services de l'administration publique,3
752,Prestations de services pour la collectivité,3
753,Services de sécurité sociale obligatoire,3
761,Services professionnels relatifs à l'industrie du gaz,3
762,Services professionnels relatifs à l'industrie pétrolière,3
763,Services de forage,3
764,Services de positionnement d'appareils de forage,3
765,Services onshore et offshore,3
766,Services de contrôle de pipelines,3
771,Services agricoles,3
772,Services sylvicoles,3
773,Services horticoles,3
774,Services zoologiques,3
775,Services d'élevage,3
776,Services liés à la chasse,3
777,Services liés à la pêche,3
778,Services liés à l'aquaculture,3
779,Services liés à l'apiculture,3
791,Services juridiques,3
792,"Services de comptabilité, services d'audit et services fiscaux",3
793,Études de marché et recherche économique; sondages et statistiques,3
794,Conseil en affaires et en gestion et services connexes,3
795,Services d'appui bureautiques,3
796,Services de recrutement,3
797,Services d'enquête et de sécurité,3
798,Services d'impression et services connexes,3
799,Services divers aux entreprises et services connexes,3
801,Services d'enseignement primaire,3
802,Services d'enseignement secondaire,3
803,Services d'enseignement supérieur,3
804,Services d'éducation des adultes et autres services d'enseignement,3
805,Services de formation,3
806,Services de formation dans le domaine des équipements militaires et de sécurité,3
851,Services de santé,3
852,Services vétérinaires,3
853,Services d'action sociale et services connexes,3
904,Services des eaux usées,3
905,Services liés aux déchets et aux ordures,3
906,"Services de propreté et d'hygiénisation en milieu urbain ou rural, et services connexes",3
907,Services relatifs à l'environnement,3
909,Services de nettoyage et d'hygiène,3
921,Services cinématographiques et services vidéo,3
922,Services de radio et de télévision,3
923,Services de divertissement,3
924,Services d'agences de presse,3
925,"Services de bibliothèques, archives, musées et autres services culturels",3
926,Services sportifs,3
927,Services de cybercafé,3
981,Services des organisations associatives,3
982,Services de conseil en matière d'égalité des chances,3
983,Services divers,3
985,Ménages privés employant du personnel,3
989,Services prestés par des organisations et des organismes extra-territoriaux,3
0311,"Produits agricoles, produits de la culture maraîchère et de l'horticulture commerciale",4
0312,Produits horticoles et produits de pépinières,4
0313,Plantes pour boissons et épices,4
0314,Produits animaux et produits connexes,4
0321,Céréales et pommes de terre,4
0322,"Légumes, fruits et noix",4
0331,"Poissons, crustacés et produits aquatiques",4
0332,"Bétail, cheptel et petits animaux",4
0333,Produits des animaux d'élévage,4
0334,Marques auriculaires pour animaux,4
0341,Bois,4
0342,Gommes,4
0343,Liège,4
0344,Produits de la sylviculture,4
0345,Produits de pépinière,4
0346,Pâte à papier,4
0911,Combustibles solides,4
0912,Combustibles gazeux,4
0913,Pétrole et distillats,4
0921,Préparations lubrifiantes,4
0922,"Vaseline, cires de pétrole et essences spéciales",4
0923,Pétrole (brut),4
0924,Huile et produits dérivés du charbon,4
0931,Électricité,4
0932,"Vapeur, eau chaude et produits connexes",4
0933,Énergie solaire,4
0934,Combustibles nucléaires,4
1421,"Gravier, sable, pierre concassée et agrégats",4
1422,Argile et kaolin,4
1431,Engrais minéraux,4
1432,Produits inorganiques chimiques,4
1441,Sel gemme,4
1442,Sel marin,4
1443,Sel concentré par évaporation et chlorure de sodium pur,4
1445,Saumure,4
1452,"Pierres précieuses et semi-précieuses, pierre ponce, émeri, abrasifs naturels, autres minéraux et métaux précieux",4
1461,Minerais de métaux,4
1462,Alliages,4
1463,"Scories, laitier, déchets et débris ferreux",4
1471,"Fer, plomb, zinc, étain et cuivre",4
1472,"Aluminium, nickel, scandium, titane et vanadium",4
1473,"Chrome, manganèse, cobalt, yttrium et zirconium",4
1474,"Molybdène, technétium, ruthénium et rhodium",4
1475,"Cadmium, lutétium, hafnium, tantale et tungstène",4
1476,"Iridium, gallium, indium, thallium et barium",4
1477,"Césium, strontium, rubidium et calcium",4
1478,"Potassium, magnésium, sodium et lithium",4
1479,"Niobium, osmium, rhénium et palladium",4
1481,Produits abrasifs,4
1482,Verre,4
1483,Fibres de verre,4
1491,Matières premières métalliques de récupération,4
1492,Matières premières non métalliques de récupération,4
1493,Cendres et résidus contenant des métaux,4
1511,Viande,4
1513,Produits à base de viande,4
1521,"Filets de poisson, foie et œufs ou laitance de poisson",4
1522,"Poisson, filets de poisson et autre chair de poisson congelés",4
1523,Poisson séché ou salé; poisson en saumure; poisson fumé,4
1524,Poisson en conserve ou en boîte et autres poissons préparés ou en conserve,4
1525,Fruits de mer,4
1531,Pommes de terre et produits à base de pomme de terre,4
1532,Jus de fruits et de légumes,4
1533,Fruits et légumes transformés,4
1541,Huiles et graisses animales ou végétales brutes,4
1542,Huiles et graisses raffinées,4
1543,Graisses comestibles,4
1551,Lait et crème fraîche,4
1553,Beurre,4
1554,Fromages,4
1555,Produits laitiers divers,4
1561,Produits de la minoterie,4
1562,Amidons et produits amylacés,4
1571,Aliments prêts à l'emploi pour animaux d'élevage et autres animaux,4
1581,"Produits de panification, pâtisserie fraîche et gâteaux",4
1582,Biscottes et biscuits; pâtisserie et gâteaux de conservation,4
1583,Sucre et produits connexes,4
1584,Cacao; chocolat et sucreries,4
1585,Pâtes alimentaires,4
1586,"Café, thé et produits connexes",4
1587,Condiments et assaisonnements,4
1588,Produits nutritionnels spéciaux,4
1589,Produits alimentaires et produits secs divers,4
1591,Boissons alcoolisées distillées,4
1593,Vins,4
1594,Cidre et autres vins à base de fruits,4
1595,Boissons fermentées non distillées,4
1596,Bière de malt,4
1598,Boissons sans alcool,4
1599,"Tabac, produits à base de tabac et articles connexes",4
1611,Charrues ou herses à disques,4
1612,"Herses, scarificateurs, cultivateurs, sarcleuses ou houes",4
1613,"Semoirs, plantoirs ou repiqueurs",4
1614,Épandeurs de fumier,4
1615,Rouleaux pour pelouses ou terrains de sports,4
1616,Matériel de jardinage divers,4
1631,Faucheuses,4
1632,Machines de fenaison,4
1633,Presses à paille ou à fourrage,4
1634,Moissonneuses-batteuses,4
1651,Remorques autochargeuses à usage agricole,4
1652,Remorques déchargeuses à usage agricole,4
1653,Semi-remorques autochargeuses à usage agricole,4
1654,Semi-remorques déchargeuses à usage agricole,4
1661,"Machines de nettoyage, de tri ou de calibrage d'œufs, de fruits ou d'autres produits",4
1662,Trayeuses,4
1663,Machines de préparation d'aliments pour animaux,4
1664,Machines apicoles,4
1665,Machines avicoles,4
1671,Tracteurs agricoles à conducteur accompagnant,4
1672,Tracteurs d'occasion,4
1673,Moteurs de traction,4
1681,Pièces pour machines agricoles,4
1682,Pièces pour machines sylvicoles,4
1811,Vêtements professionnels,4
1813,Vêtements de travail spéciaux,4
1814,Accessoires pour vêtements de travail,4
1821,Manteaux,4
1822,Vêtements de protection contre les intempéries,4
1823,Vêtements d'extérieur divers,4
1831,Sous-vêtements,4
1832,"Soutiens-gorge, corsets, jarretelles et articles similaires",4
1833,T-shirts et chemises,4
1841,Vêtements spéciaux,4
1842,Accessoires d'habillement,4
1844,Chapeaux et coiffures,4
1845,Fermetures (vêtements),4
1851,Bijouterie et articles connexes,4
1852,Horlogerie personnelle,4
1853,Cadeaux et prix,4
1861,Articles en fourrure,4
1862,Fourrures,4
1881,Chaussures autres que les chaussures de sport ou de protection,4
1882,Chaussures de sport,4
1883,Chaussures de protection,4
1884,Parties de chaussures,4
1891,Sellerie,4
1892,Bagages,4
1893,Sacs et sachets,4
1911,Peau de chamois,4
1912,Cuir de bovidé ou d'équidé,4
1913,"Cuir d'ovin, de caprin ou de porcin",4
1914,"Cuir d'autres animaux, cuir reconstitué et autres cuirs",4
1916,Bracelets de montre,4
1917,Articles en cuir utilisés dans les machines ou les appareils mécaniques,4
1921,Tissus,4
1922,Tissu cardé,4
1923,Tissu de lin,4
1924,Tissu spécial,4
1925,Tissu tricoté ou crocheté,4
1926,Étoffe,4
1927,Tissu non-tissé,4
1928,"Laine, cuirs et peaux",4
1941,Fibres textiles naturelles,4
1942,Fibres textiles artificielles,4
1943,Fil textile en fibres naturelles,4
1944,Fil ou filé synthétique,4
1951,Produits en caoutchouc,4
1952,Produits en plastique,4
1961,Déchets de cuir,4
1962,Déchets textiles,4
1963,Déchets de caoutchouc,4
1964,Sacs et sachets à ordures en polyéthylène,4
1971,Caoutchouc synthétique,4
1972,Fibres synthétiques,4
1973,Fibres artificielles,4
2211,Livres imprimés,4
2212,Publications,4
2213,Annuaires,4
2214,Dépliants,4
2215,Brochures,4
2216,Fascicules,4
2221,Journaux,4
2231,Cartes postales,4
2232,Cartes de vœux,4
2241,Timbres,4
2242,Papier timbré,4
2243,Billets de banque,4
2244,Formules de chèque,4
2245,Imprimés infalsifiables,4
2246,"Publicité professionnelle, catalogues commerciaux et manuels",4
2247,Manuels,4
2251,Plaques offset,4
2252,Matériel de gravure sèche,4
2261,Encre d'imprimerie,4
2281,Registres en papier ou en carton,4
2282,Formulaires,4
2283,Cahiers d'exercices,4
2284,Albums pour échantillons,4
2285,Classeurs et accessoires pour classeurs,4
2299,"Papiers à usage graphique, ni couchés ni enduits",4
2411,Gaz industriels,4
2421,"Oxydes, peroxydes et hydroxydes",4
2422,"Extraits tannants, extraits tinctoriaux, tannins et matières colorantes",4
2431,Produits chimiques inorganiques de base,4
2432,Produits chimiques organiques de base,4
2441,Engrais azotés,4
2442,Engrais phosphatés,4
2443,Engrais d'origine animale ou végétale,4
2444,Engrais divers,4
2445,Produits agrochimiques,4
2451,Polymères d'éthylène sous forme primaire,4
2452,Polymères de propylène sous forme primaire,4
2453,Polymères de styrène sous forme primaire,4
2454,Polymères de vinyle sous forme primaire,4
2455,Polyesters sous forme primaire,4
2456,Polyamides sous forme primaire,4
2457,Résines uréiques sous forme primaire,4
2458,Résines aminiques sous forme primaire,4
2459,Silicones sous forme primaire,4
2461,Explosifs préparés,4
2491,Colles,4
2492,Huiles essentielles,4
2493,Substances chimiques pour photographie,4
2495,Préparations chimiques spéciales,4
2496,Produits chimiques variés,4
3011,Machines de traitement de texte,4
3012,Photocopieurs et matériel d'impression offset,4
3013,Matériel de bureau de poste,4
3014,Machines à calculer et machines comptables,4
3015,Machines à écrire,4
3016,Cartes magnétiques,4
3017,Étiqueteuses,4
3018,Machines à endosser et à rédiger les chèques,4
3019,"Machines, fournitures et équipement de bureau divers",4
3021,Machines de traitement des données (matériel),4
3022,Matériel de cartographie numérique,4
3023,Matériel informatique,4
3111,Moteurs électriques,4
3112,Générateurs,4
3113,Alternateurs,4
3114,Tours de refroidissement,4
3115,Ballast pour lampes ou tubes à décharge,4
3116,"Pièces pour moteurs, générateurs et transformateurs électriques",4
3117,Transformateurs,4
3121,Appareils électriques de commutation ou de protection de circuits électriques,4
3122,Composants de circuits électriques,4
3123,Pièces pour appareils de distribution ou de commande électrique,4
3131,Canalisations,4
3132,Câbles de distribution électrique,4
3133,Câbles coaxiaux,4
3134,"Accessoires de câble, isolés",4
3135,Conducteurs électriques pour données et contrôle,4
3141,Piles primaires,4
3142,Batteries primaires,4
3143,Accumulateurs électriques,4
3144,Batteries,4
3151,Lampes électriques à incandescence,4
3152,Lampes et appareils d'éclairage,4
3153,Pièces de lampes et d'appareils d'éclairage,4
3161,Matériel électrique pour moteurs et véhicules,4
3162,Appareils de signalisation acoustique ou optique,4
3163,Aimants,4
3164,Machines et appareils à usage spécifique,4
3165,Pièces isolantes,4
3166,Électrodes au carbone,4
3167,Pièces électriques de machines ou d'appareils,4
3168,Fournitures et accessoires électriques,4
3171,Équipement électronique,4
3172,Équipement électromécanique,4
3173,Équipement électrotechnique,4
3221,Matériel de radiodiffusion et de télévision,4
3222,Appareils émetteurs de télévision sans appareils récepteurs,4
3223,Appareils émetteurs de radio avec appareils récepteurs,4
3224,Caméras de télévision,4
3225,Téléphones mobiles,4
3226,Matériel de transmission de données,4
3227,Appareils de transmission numérique,4
3231,Récepteurs de radiodiffusion,4
3232,Matériel de télévision et matériel audiovisuel,4
3233,Appareils d'enregistrement et de reproduction audio et vidéo,4
3234,Micros et haut-parleurs,4
3235,Pièces pour matériel audio et vidéo,4
3236,Matériel d'interphonie,4
3241,Réseau local,4
3242,Matériel de réseau,4
3243,Réseau à grande distance,4
3244,Matériel de télémétrie et équipement terminal,4
3251,Système de télécommunications sans fil,4
3252,Câbles et matériel de télécommunications,4
3253,Matériel de communication par satellite,4
3254,Standards téléphoniques,4
3255,Matériel téléphonique,4
3256,Matériaux à fibres optiques,4
3257,Matériel de communications,4
3258,Équipement de traitement de données,4
3311,"Matériel d'imagerie à usages médical, dentaire et vétérinaire",4
3312,Systèmes d'enregistrement et appareils d'exploration,4
3313,Instruments et appareils de dentisterie et de ses sous-spécialités,4
3314,Consommables médicaux,4
3315,"Appareils de radiothérapie, de mécanothérapie, d'électrothérapie et de physiothérapie",4
3316,Techniques opératoires,4
3317,Anesthésie et réanimation,4
3318,Assistance fonctionnelle,4
3319,Appareils et instruments médicaux divers,4
3361,Médicaments des voies digestives et du métabolisme,4
3362,"Médicaments du sang, des organes hématopoïétiques et du système cardio-vasculaire",4
3363,Médicaments utilisés en dermatologie et pour le système squelettique et musculaire,4
3364,Médicaments du système génito-urinaire et hormones,4
3365,"Anti-infectieux généraux à usage systémique, vaccins, antinéoplasiques et immunomodulateurs",4
3366,Médicaments du système nerveux et des organes sensoriels,4
3367,Médicaments du système respiratoire,4
3368,Articles de pharmacie,4
3369,Médicaments divers,4
3371,"Parfums, produits de toilette et condoms",4
3372,Rasoirs et trousses de manucure ou de pédicure,4
3373,Produits pour le soin des yeux et verres correcteurs,4
3374,Produits de soins pour mains et ongles,4
3375,Produits de soins pour bébés,4
3376,"Papier hygiénique, mouchoirs, essuie-mains et serviettes de table",4
3377,Articles en papier à usage sanitaire,4
3379,"Verrerie de laboratoire, d'hygiène ou de pharmacie",4
3391,Instruments et fournitures pour dissection,4
3392,Équipement et fournitures pour autopsie,4
3393,Mobilier pour autopsie,4
3394,Équipement et fournitures de transport et de conservation des cadavres,4
3395,Équipement et fournitures cliniques médico-légales,4
3396,Équipement et fournitures pour embaumement,4
3397,Matériel et fournitures mortuaires,4
3411,Voitures particulières,4
3412,Véhicules à moteur servant au transport de dix personnes ou plus,4
3413,Véhicules à moteur servant au transport de marchandises,4
3414,Poids lourds,4
3415,Simulateurs,4
3421,Carrosseries de véhicules,4
3422,"Remorques, semi-remorques et conteneurs mobiles",4
3431,Moteurs et pièces de moteurs (véhicules),4
3432,"Pièces de rechange mécaniques, excepté moteurs et parties de moteurs",4
3433,"Pièces de rechanges pour poids lourds, camionnettes et automobiles",4
3435,Pneus pour charges légères et lourdes,4
3436,Sièges pour aéronefs civils,4
3437,Sièges pour véhicules à moteur,4
3439,Accessoires pour tracteurs,4
3441,Motos,4
3442,Scooters et cycles à moteur auxiliaire,4
3443,Bicyclettes,4
3451,Navires,4
3452,Bateaux,4
3461,Locomotives et tenders de chemin de fer,4
3462,Matériel roulant,4
3463,"Pièces détachées pour locomotives ou matériel ferroviaire roulant, équipement de commande et de contrôle du trafic ferroviaire",4
3464,Éléments automobiles,4
3471,"Hélicoptères, aéronefs, spationefs et autres aéronefs à moteur",4
3472,"Ballons, dirigeables et autres aéronefs non motorisés",4
3473,"Pièces détachées pour aéronefs, spationefs et hélicoptères",4
3474,"Équipements, appareils d'entraînement, simulateurs et pièces pour aéronefs et spationefs",4
3491,"Charrettes à chevaux ou à bras, autres véhicules nonautomoteurs, chariots à bagages et pièces détachées diverses",4
3492,Équipement routier,4
3493,Équipement maritime,4
3494,Équipement ferroviaire,4
3495,Structures porteuses,4
3496,Équipement aéroportuaire,4
3497,Équipement de surveillance de la circulation,4
3498,Billets de transport,4
3499,"Équipement de contrôle, de sécurité, de signalisation et d'éclairage",4
3511,"Équipement de lutte contre l'incendie, de sauvetage et de sécurité",4
3512,Systèmes et appareils de surveillance et de sécurité,4
3521,Cibles de tir,4
3522,Équipement antiémeutes,4
3523,Menottes,4
3524,Sirènes,4
3525,Répulsifs pour chiens,4
3526,Signalisation de police,4
3531,Armes diverses,4
3532,Armes à feu,4
3533,Munitions,4
3534,Pièces pour armes à feu et munitions,4
3541,Véhicules blindés militaires,4
3542,Pièces de véhicules militaires,4
3551,Navires de guerre,4
3552,Pièces pour navires de guerre,4
3561,Avions militaires,4
